hr,name,ra_deg,dec_deg,magnitude,constellation
6714,67 Oph,270.1613,2.9316,3.93,Ophiuchus
338,Wurren,17.0961,-55.2458,3.94,Phoenix
2970,α Mon,115.3118,-9.5511,3.94,Monoceros
2996,3 Pup,115.9519,-28.9548,3.94,Puppis
3461,Asellus Australis,131.1712,18.1543,3.94,Cancer
8028,ν Cyg,314.2934,41.1671,3.94,Cygnus
580,50 Cas,30.8590,72.4213,3.95,Cassiopeia
2429,Nu-2 CMa,99.1710,-19.2559,3.95,Canis Major
5055,ζ UMa,200.9849,54.9205,3.95,Ursa Major
1273,48 Per,62.1654,47.7125,3.96,Perseus
2120,η Col,89.7867,-42.8151,3.96,Columba
3579,HR 3579,135.1603,41.7829,3.96,Lynx
3663,HR 3663,137.8198,-62.3170,3.96,Carina
7337,Arkab Prior,290.6595,-44.4590,3.96,Sagittarius
7348,Rukbat,290.9715,-40.6159,3.96,Sagittarius
7751,32 Cyg,303.8680,47.7142,3.96,Cygnus
8892,98 Aqr,350.7426,-20.1006,3.96,Aquarius
1393,Beemim,66.0092,-34.0168,3.97,Eridanus
2012,ν Aur,87.8725,39.1485,3.97,Auriga
2803,δ Vol,109.2076,-67.9572,3.97,Volans
3438,β Pyx,130.0256,-35.3084,3.97,Pyxis
4638,ρ Cen,182.9130,-52.3685,3.97,Centaurus
5883,χ Lup,237.7397,-33.6272,3.97,Lupus
7590,ε Pav,300.1477,-72.9105,3.97,Pavo
8556,Del-1 Gru,337.3174,-43.4956,3.97,Grus
8667,λ Peg,341.6328,23.5657,3.97,Pegasus
1228,Menkib,59.7412,35.7910,3.98,Perseus
8252,ρ Cyg,323.4952,45.5918,3.98,Cygnus
585,υ Cet,30.0013,-21.0778,3.99,Cetus
2227,γ Mon,93.7139,-6.2748,3.99,Monoceros
4102,HR 4102,156.0989,-74.0316,3.99,Carina
5062,Alcor,201.3062,54.9880,3.99,Ursa Major
8848,γ Tuc,349.3575,-58.2357,3.99,Tucana
3615,α Vol,135.6117,-66.3961,4.00,Volans
4399,ι Leo,170.9810,10.5295,4.00,Leo
6027,Jabbah,242.9989,-19.4607,4.00,Scorpius
496,φ Per,25.9151,50.6887,4.01,Perseus
1520,μ Eri,71.3756,-3.2547,4.01,Eridanus
2650,Mekbuda,106.0272,20.5703,4.01,Gemini
2749,ω CMa,108.7027,-26.7727,4.01,Canis Major
5471,HR 5471,220.4900,-37.7935,4.01,Centaurus
5986,θ Dra,240.4730,58.5653,4.01,Draco
6072,Gam-2 Nor,244.9603,-50.1555,4.01,Norma
6982,ζ Pav,280.7589,-71.4281,4.01,Pavo
7834,41 Cyg,307.3489,30.3686,4.01,Cygnus
3518,γ Pyx,132.6331,-27.7098,4.02,Pyxis
4623,Alchiba,182.1034,-24.7289,4.02,Corvus
7176,ε Aql,284.9057,15.0683,4.02,Aquila
7193,12 Aql,285.4201,-5.7391,4.02,Aquila
664,γ Tri,34.3286,33.8472,4.03,Triangulum
1603,β Cam,75.8545,60.4422,4.03,Camelopardalis
3475,ι Cnc,131.6743,28.7599,4.03,Cancer
4898,Mu-1 Cru,193.6485,-57.1779,4.03,Crux
6752,70 Oph,271.3637,2.5001,4.03,Ophiuchus
7852,Aldulfin,308.3032,11.3033,4.03,Delphinus
9072,ω Psc,359.8279,6.8633,4.03,Pisces
1298,Beid,62.9664,-6.8376,4.04,Eridanus
4517,ν Vir,176.4648,6.5294,4.04,Virgo
5404,θ Boo,216.2995,51.8507,4.04,Boötes
8597,η Aqr,338.8391,-0.1175,4.04,Aquarius
937,ι Per,47.2651,49.6133,4.05,Perseus
3318,α Cha,124.6305,-76.9197,4.05,Chamaeleon
3477,HR 3477,131.0998,-42.6493,4.05,Vela
4386,σ Leo,170.2841,6.0293,4.05,Leo
5200,υ Boo,207.3693,15.7979,4.05,Boötes
5367,ψ Cen,215.1393,-37.8853,4.05,Centaurus
5453,ρ Lup,219.4718,-49.4258,4.05,Lupus
8679,Tau-2 Aqr,342.3979,-13.5926,4.05,Aquarius
1580,Omi-2 Ori,74.0928,13.5145,4.06,Orion
2905,υ Gem,113.9806,26.8957,4.06,Gemini
4405,γ Crt,171.2205,-17.6840,4.06,Crater
4671,ε Mus,184.3938,-67.9607,4.06,Musca
4679,ζ Cru,184.6095,-64.0031,4.06,Crux
5485,HR 5485,220.9144,-35.1737,4.06,Centaurus
6295,Eps-1 Ara,254.8960,-53.1604,4.06,Ara
5338,Syrma,214.0036,-6.0005,4.07,Virgo
5626,λ Lup,227.2109,-45.2799,4.07,Lupus
5670,β Cir,229.3788,-58.8012,4.07,Circinus
8571,δ Cep,337.2927,58.4152,4.07,Cepheus
215,ζ And,11.8347,24.2672,4.08,Andromeda
705,δ Hyi,35.4375,-68.6594,4.08,Hydrus
779,δ Cet,39.8707,0.3285,4.08,Cetus
919,Tau-3 Eri,45.5979,-23.6245,4.08,Eridanus
2574,θ CMa,103.5475,-12.0386,4.08,Canis Major
3825,HR 3825,143.6111,-59.2298,4.08,Carina
4287,Alkes,164.9437,-18.2988,4.08,Crater
7157,13 Lyr,283.8337,43.9461,4.08,Lyra
8075,θ Cap,316.4868,-17.2329,4.08,Capricornus
8173,1 Peg,320.5217,19.8045,4.08,Pegasus
1907,Phi-2 Ori,84.2266,9.2907,4.09,Orion
5879,Gudja,237.1849,18.1416,4.09,Serpens
458,Titawin,24.1995,41.4055,4.10,Andromeda
799,θ Per,41.0495,49.2284,4.10,Perseus
3055,HR 3055,117.3096,-46.3732,4.10,Puppis
6905,ζ Tel,277.2076,-49.0706,4.10,Telescopium
7259,β CrA,287.5073,-39.3408,4.10,Corona Australis
794,ι Eri,40.1667,-39.8554,4.11,Eridanus
2657,Muliphein,105.9396,-15.6333,4.11,Canis Major
3426,HR 3426,129.4110,-42.9891,4.11,Vela
3903,Zhang,147.8696,-14.8466,4.11,Hydra
4174,γ Cha,158.8675,-78.6078,4.11,Chamaeleon
4522,HR 4522,176.6285,-61.1784,4.11,Centaurus
5771,ε TrA,234.1800,-66.3170,4.11,Triangulum Australe
7254,Meridiana,287.3680,-37.9045,4.11,Corona Australis
8747,ζ Gru,345.2202,-52.7541,4.11,Grus
806,ε Hyi,39.8970,-68.2669,4.12,Hydrus
1303,μ Per,63.7244,48.4093,4.12,Perseus
2124,μ Ori,90.5958,9.6473,4.12,Orion
4608,ο Vir,181.3023,8.7330,4.12,Virgo
7581,ι Sgr,298.8154,-41.8683,4.12,Sagittarius
7980,ω Cap,312.9554,-26.9191,4.12,Capricornus
8560,Del-2 Gru,337.4393,-43.7492,4.12,Grus
1784,29 Ori,80.9868,-7.8081,4.13,Orion
2343,ν Gem,97.2408,20.2121,4.13,Gemini
5908,θ Lib,238.4564,-16.7293,4.13,Libra
7936,ψ Cap,311.5239,-25.2709,4.13,Capricornus
8630,β Oct,341.5154,-81.3816,4.13,Octans
8969,ι Psc,354.9877,5.6263,4.13,Pisces
1066,5 Tau,52.7182,12.9367,4.14,Taurus
1156,Merope,56.5816,23.9484,4.14,Taurus
3410,δ Hya,129.4140,5.7038,4.14,Hydra
4616,η Cru,181.7203,-64.6137,4.14,Crux
5778,θ CrB,233.2324,31.3591,4.14,Corona Borealis
5947,ε CrB,239.3969,26.8779,4.14,Corona Borealis
8315,κ Peg,326.1614,25.6450,4.14,Pegasus
8498,1 Lac,333.9924,37.7487,4.14,Lacerta
2714,δ Mon,107.9661,-0.4928,4.15,Monoceros
6484,ρ Her,260.9206,37.1459,4.15,Hercules
8976,κ And,355.1020,44.3339,4.15,Andromeda
2134,1 Gem,91.0301,23.2633,4.16,Gemini
2852,ρ Gem,112.2779,31.7845,4.16,Gemini
6486,44 Oph,261.5926,-24.1753,4.16,Ophiuchus
130,κ Cas,8.2500,62.9318,4.17,Cassiopeia
1195,HR 1195,57.3636,-36.2002,4.17,Eridanus
8499,Ancha,334.2085,-7.7833,4.17,Aquarius
5315,Kang,213.2239,-10.2737,4.18,Virgo
5351,Xuange,214.0961,46.0883,4.18,Boötes
6166,HR 6166,249.0936,-35.2553,4.18,Scorpius
8494,ε Cep,333.7582,57.0436,4.18,Cepheus
8628,ε PsA,340.1639,-27.0436,4.18,Piscis Austrinus
5192,2 Cen,207.3614,-34.4508,4.19,Centaurus
7061,110 Her,281.4155,20.5463,4.19,Hercules
1839,32 Ori,82.6960,5.9481,4.20,Orion
3102,11 Pup,119.2148,-22.8801,4.20,Puppis
4100,β LMi,156.9709,36.7072,4.20,Leo Minor
6168,σ Her,248.5258,42.4370,4.20,Hercules
8665,ξ Peg,341.6732,12.1729,4.20,Pegasus
8720,δ PsA,343.9871,-32.5396,4.20,Piscis Austrinus
1035,HR 1035,52.2672,59.9403,4.21,Camelopardalis
1387,Kap-1 Tau,66.3423,22.2939,4.21,Taurus
6322,ε UMi,251.4924,82.0373,4.21,Ursa Minor
7850,θ Cep,307.3952,62.9941,4.21,Cepheus
8181,γ Pav,321.6106,-65.3662,4.21,Pavo
840,16 Per,42.6459,38.3186,4.22,Perseus
1173,Tau-6 Eri,56.7121,-23.2497,4.22,Eridanus
3090,HR 3090,118.3257,-48.1029,4.22,Puppis
5987,θ Lup,241.6481,-36.8023,4.22,Lupus
6118,χ Oph,246.7560,-18.4563,4.22,Ophiuchus
6920,φ Dra,275.1893,71.3378,4.22,Draco
7063,β Sct,281.7936,-4.7479,4.22,Scutum
7074,λ Pav,283.0543,-62.1876,4.22,Pavo
7139,Del-2 Lyr,283.6262,36.8986,4.22,Lyra
7942,52 Cyg,311.4156,30.7197,4.22,Cygnus
8143,σ Cyg,319.3540,39.3947,4.22,Cygnus
8834,φ Aqr,348.5807,-6.0490,4.22,Aquarius
77,ζ Tuc,5.0121,-64.8748,4.23,Tucana
2973,σ Gem,115.8280,28.8835,4.23,Gemini
4983,β Com,197.9686,27.8782,4.23,Coma Berenices
5168,1 Cen,206.4221,-33.0437,4.23,Centaurus
5264,τ Vir,210.4116,1.5445,4.23,Virgo
6023,φ Her,242.1924,44.9349,4.23,Hercules
6163,β Aps,250.7719,-77.5174,4.23,Apus
7226,γ CrA,286.6046,-37.0634,4.23,Corona Australis
8316,μ Cep,325.8769,58.7800,4.23,Cepheus
8335,Pi-2 Cyg,326.6984,49.3096,4.23,Cygnus
285,HR 285,17.1842,86.2571,4.24,Cepheus
721,κ Eri,36.7463,-47.7038,4.24,Eridanus
811,π Cet,41.0306,-13.8587,4.24,Cetus
4674,β Cha,184.5872,-79.3122,4.24,Chamaeleon
4785,Chara,188.4362,41.3575,4.24,Canes Venatici
6143,HR 6143,247.8456,-34.7044,4.24,Scorpius
6581,ο Ser,265.3536,-12.8753,4.24,Serpens
8841,Psi-1 Aqr,348.9729,-9.0877,4.24,Aquarius
377,κ Tuc,18.9406,-68.8759,4.25,Tucana
1261,λ Per,61.6460,50.3513,4.25,Perseus
1458,88 Tau,68.9136,10.1608,4.25,Taurus
1454,58 Per,69.1726,41.2648,4.25,Perseus
1679,λ Eri,77.2866,-8.7541,4.25,Eridanus
3275,Alsciaukat,125.7088,43.1881,4.25,Lynx
4889,HR 4889,193.3591,-40.1789,4.25,Centaurus
5430,5 UMi,216.8814,75.6960,4.25,Ursa Minor
8334,ν Cep,326.3622,61.1208,4.25,Cepheus
335,φ And,17.3755,47.2418,4.26,Andromeda
510,Torcular,26.3485,9.1577,4.26,Pisces
1008,82 G. Eri,49.9792,-43.0698,4.26,Eridanus
1088,Tau-5 Eri,53.4470,-21.6329,4.26,Eridanus
1338,γ Dor,64.0065,-51.4866,4.26,Dorado
1542,α Cam,73.5125,66.3427,4.26,Camelopardalis
3572,Acubens,134.6218,11.8577,4.26,Cancer
6546,HR 6546,264.1368,-38.6353,4.26,Scorpius
6729,95 Her,270.3767,21.5958,4.26,Hercules
8417,Kurhah,330.9470,64.6280,4.26,Cepheus
294,ε Psc,15.7359,7.8901,4.27,Pisces
813,μ Cet,41.2356,10.1141,4.27,Cetus
1320,μ Tau,63.8836,8.8924,4.27,Taurus
1473,90 Tau,69.5394,12.5108,4.27,Taurus
1497,τ Tau,70.5613,22.9569,4.27,Taurus
4942,Xi-2 Cen,196.7277,-49.9062,4.27,Centaurus
5683,μ Lup,229.6335,-47.8753,4.27,Lupus
7343,Arkab Posterior,290.8046,-44.7998,4.27,Sagittarius
7948,Gam-2 Del,311.6646,16.1243,4.27,Delphinus
8916,θ Psc,351.9921,6.3790,4.27,Pisces
1392,υ Tau,66.5769,22.8136,4.28,Taurus
3751,HR 3751,144.2723,81.3264,4.28,Draco
4104,α Ant,156.7879,-31.0678,4.28,Antlia
6492,45 Oph,261.8386,-29.8670,4.28,Ophiuchus
7740,33 Cyg,303.3493,56.5677,4.28,Cygnus
8167,ι Cap,320.5616,-16.8345,4.28,Capricornus
8454,Pi-2 Peg,332.4969,33.1782,4.28,Pegasus
8787,θ Gru,346.7198,-43.5204,4.28,Grus
1101,10 Tau,54.2183,0.4017,4.29,Taurus
1756,λ Lep,79.8939,-13.1768,4.29,Lepus
4180,HR 4180,159.8267,-55.6033,4.29,Vela
4552,β Hya,178.2272,-33.9081,4.29,Hydra
5903,ζ UMi,236.0145,77.7945,4.29,Ursa Minor
6147,φ Oph,247.7849,-16.6127,4.29,Ophiuchus
8418,ι Aqr,331.6093,-13.8697,4.29,Aquarius
8576,β PsA,337.8764,-32.3461,4.29,Piscis Austrinus
8965,ι And,354.5342,43.2681,4.29,Andromeda
280,α Scl,14.6515,-29.3574,4.30,Sculptor
718,Xi-2 Cet,37.0398,8.4601,4.30,Cetus
1145,Taygeta,56.3021,24.4673,4.30,Taurus
1189,HR 1189,57.1494,-37.6202,4.30,Eridanus
1389,Del-3 Tau,66.3724,17.9279,4.30,Taurus
2091,π Aur,89.9838,45.9367,4.30,Auriga
3454,η Hya,130.8062,3.3987,4.30,Hydra
4259,54 Leo,163.9033,24.7497,4.30,Leo
4471,υ Leo,174.2372,-0.8237,4.30,Leo
4537,HR 4537,177.4212,-63.7885,4.30,Centaurus
4775,η Crv,188.0176,-16.1960,4.30,Corvus
5358,HR 5358,215.0814,-56.3865,4.30,Centaurus
7747,Alp-1 Cap,304.4119,-12.5082,4.30,Capricornus
3457,HR 3457,130.1543,-59.7610,4.31,Carina
5339,δ Oct,216.7320,-83.6679,4.31,Octans
5733,Alkalurops,231.1227,37.3772,4.31,Boötes
5997,Ome-2 Sco,241.8514,-20.8688,4.31,Scorpius
7884,71 Aql,309.5845,-1.1051,4.31,Aquila
1087,ψ Per,54.1224,48.1926,4.32,Perseus
1496,54 Eri,70.1105,-19.6715,4.32,Eridanus
1845,119 Tau,83.0531,18.5942,4.32,Taurus
2219,κ Aur,93.8446,29.4981,4.32,Auriga
3484,12 Hya,131.5939,-13.5477,4.32,Hydra
3773,Alterf,142.9301,22.9680,4.32,Leo
4599,The-1 Cru,180.7567,-63.3129,4.32,Crux
4968,Diadem,197.4970,17.5294,4.32,Coma Berenices
5210,3 Cen,207.9567,-32.9941,4.32,Centaurus
5528,ο Lup,222.9096,-43.5754,4.32,Lupus
6446,ν Ser,260.2069,-12.8469,4.32,Serpens
2854,γ CMi,112.0408,8.9255,4.33,Canis Minor
4888,HR 4888,193.2789,-48.9433,4.33,Centaurus
5396,Tau-2 Lup,216.5450,-45.3793,4.33,Lupus
6401,Guniibuu,258.8375,-26.6028,4.33,Ophiuchus
6745,π Pav,272.1450,-63.6686,4.33,Pavo
6872,κ Lyr,274.9655,36.0645,4.33,Lyra
4375,Alula Australis,169.5468,31.5288,4.33,Ursa Major
154,π And,9.2202,33.7193,4.34,Andromeda
163,ε And,9.6390,29.3118,4.34,Andromeda
343,θ Cas,17.7753,55.1499,4.34,Cassiopeia
2015,δ Dor,86.1933,-65.7355,4.34,Dorado
2387,Xi-1 CMa,97.9640,-23.4184,4.34,Canis Major
3340,θ Cha,125.1617,-77.4845,4.34,Chamaeleon
3696,HR 3696,139.0504,-57.5415,4.34,Carina
3836,HR 3836,144.2066,-49.3550,4.34,Vela
5260,Ups-2 Cen,210.4312,-45.6034,4.34,Centaurus
5797,ω Lup,234.5135,-42.5673,4.34,Lupus
6498,σ Oph,261.6287,4.1404,4.34,Ophiuchus
7056,Zet-1 Lyr,281.1931,37.6051,4.34,Lyra
7069,111 Her,281.7553,18.1815,4.34,Hercules
8313,9 Peg,326.1279,17.3500,4.34,Pegasus
8572,5 Lac,337.3826,47.7069,4.34,Lacerta
951,Botein,47.9073,19.7267,4.35,Aries
1544,Pi-2 Ori,72.6530,8.9002,4.35,Orion
2435,HR 2435,98.7441,-52.9756,4.35,Carina
2560,15 Lyn,104.3192,58.4228,4.35,Lynx
3223,ε Vol,121.9826,-68.6171,4.35,Volans
3492,ρ Hya,132.1082,5.8378,4.35,Hydra
4737,γ Com,186.7345,28.2684,4.35,Coma Berenices
5686,2 Lup,229.4577,-30.1487,4.35,Lupus
6789,Yildun,263.0538,86.5865,4.35,Ursa Minor
6855,ξ Pav,275.8068,-61.4939,4.35,Pavo
7314,θ Lyr,289.0921,38.1337,4.35,Lyra
8305,ι PsA,326.2367,-33.0258,4.35,Piscis Austrinus
126,Bet-1 Tuc,7.8859,-62.9582,4.36,Tucana
191,η Phe,10.8385,-57.4631,4.36,Phoenix
649,Xi-1 Cet,33.2500,8.8467,4.36,Cetus
1052,σ Per,52.6437,47.9952,4.36,Perseus
1256,37 Tau,61.1738,22.0819,4.36,Taurus
1560,ω Eri,73.2236,-5.4527,4.36,Eridanus
1705,κ Lep,78.3078,-12.9413,4.36,Lepus
2106,γ Col,89.3842,-35.2833,4.36,Columba
2596,ι CMa,104.0343,-17.0542,4.36,Canis Major
3188,ζ Mon,122.1485,-2.9838,4.36,Monoceros
5285,χ Cen,211.5115,-41.1796,4.36,Centaurus
7447,ι Aql,294.1803,-1.2866,4.36,Aquila
9089,30 Psc,0.4901,-6.0141,4.37,Pisces
2256,κ Col,94.1381,-35.1405,4.37,Columba
2782,τ CMa,109.6770,-24.9544,4.37,Canis Major
4293,HR 4293,165.0386,-42.2259,4.37,Vela
6787,102 Her,272.1895,20.8146,4.37,Hercules
7623,The-1 Sgr,299.9341,-35.2763,4.37,Sagittarius
4963,θ Vir,197.4875,-5.5390,4.38,Virgo
7750,κ Cep,302.2222,77.7114,4.38,Cepheus
8906,99 Aqr,351.5116,-20.6420,4.38,Aquarius
8937,β Scl,353.2427,-37.8183,4.38,Sculptor
555,ψ Phe,28.4115,-46.3027,4.39,Phoenix
1155,HR 1155,57.3804,65.5260,4.39,Camelopardalis
1876,Phi-1 Ori,83.7052,9.4896,4.39,Orion
2047,Chi-1 Ori,88.5958,20.2762,4.39,Orion
2298,ε Mon,95.9420,4.5929,4.39,Monoceros
3145,HR 3145,120.5664,2.3346,4.39,Canis Minor
3980,31 Leo,151.9761,9.9975,4.39,Leo
5601,110 Vir,225.7252,2.0913,4.39,Virgo
6281,ι Oph,253.5020,10.1654,4.39,Ophiuchus
6445,ξ Oph,260.2515,-21.1129,4.39,Ophiuchus
7479,Sham,295.0241,18.0139,4.39,Sagitta
7488,β Sge,295.2622,17.4760,4.39,Sagitta
8140,θ Ind,319.9664,-53.4494,4.39,Indus
271,η And,14.3017,23.4176,4.40,Andromeda
3034,ο Pup,117.0215,-25.9372,4.40,Puppis
3192,16 Pup,122.2568,-19.2450,4.40,Puppis
7107,κ Pav,284.2377,-67.2335,4.40,Pavo
8368,δ Ind,329.4794,-54.9926,4.40,Indus
2554,HR 2554,102.4638,-53.6224,4.41,Carina
2697,τ Gem,107.7849,30.2452,4.41,Gemini
5378,HR 5378,215.7593,-39.5118,4.41,Centaurus
6526,Maasym,262.6846,26.1106,4.41,Hercules
6707,ν Her,269.6256,30.1893,4.41,Hercules
8146,υ Cyg,319.4795,34.8969,4.41,Cygnus
8819,π Cep,346.9743,75.3875,4.41,Cepheus
8858,Psi-2 Aqr,349.4759,-9.1825,4.41,Aquarius
8863,γ Scl,349.7060,-32.5320,4.41,Sculptor
2159,ν Ori,91.8930,14.7685,4.42,Orion
2443,Nu-3 CMa,99.4726,-18.2375,4.42,Canis Major
2748,HR 2748,108.3846,-44.6397,4.42,Puppis
2745,27 CMa,108.5634,-26.3525,4.42,Canis Major
3243,HR 3243,123.5121,-40.3479,4.42,Puppis
4300,60 Leo,165.5824,20.1798,4.42,Leo
5526,58 Hya,222.5722,-27.9604,4.42,Hydra
5868,λ Ser,236.6109,7.3531,4.42,Serpens
6723,68 Oph,270.4383,1.3051,4.42,Ophiuchus
8538,β Lac,335.8901,52.2290,4.42,Lacerta
8905,Alkarab,351.3449,23.4041,4.42,Pegasus
1162,π Eri,56.5356,-12.1016,4.43,Eridanus
1325,Keid,63.8181,-7.6529,4.43,Eridanus
1568,7 Cam,74.3217,53.7521,4.43,Camelopardalis
7298,Aladfar,288.4395,39.1460,4.43,Lyra
7650,62 Sgr,300.6645,-27.7098,4.43,Sagittarius
7806,39 Cyg,305.9651,32.1902,4.43,Cygnus
7928,δ Del,310.8647,15.0746,4.43,Delphinus
7951,3 Aqr,311.9343,-5.0277,4.43,Aquarius
48,7 Cet,3.6601,-18.9329,4.44,Cetus
224,δ Psc,12.1706,7.5851,4.44,Pisces
1355,ε Ret,64.1211,-59.3022,4.44,Reticulum
1502,α Cae,70.1406,-41.8638,4.44,Caelum
2238,2 Lyn,94.9058,59.0110,4.44,Lynx
2906,HR 2906,113.5133,-22.2961,4.44,Puppis
3225,HR 3225,122.8396,-39.6185,4.44,Puppis
3270,HR 3270,124.6389,-36.6593,4.44,Puppis
5425,σ Lup,218.1544,-50.4572,4.44,Lupus
7405,Anser,292.1764,24.6649,4.44,Vulpecula
489,ν Psc,25.3579,5.4876,4.45,Pisces
841,β For,42.2725,-32.4059,4.45,Fornax
1696,ι Lep,78.0746,-11.8692,4.45,Lepus
2199,ξ Ori,92.9850,14.2088,4.45,Orion
3418,Minchir,129.6893,3.3414,4.45,Hydra
3591,HR 3591,135.0226,-41.2536,4.45,Vela
4159,HR 4159,158.8971,-57.5576,4.45,Carina
4234,Del-2 Cha,161.4463,-80.5402,4.45,Chamaeleon
4368,φ Leo,169.1654,-3.6516,4.45,Leo
6153,ω Oph,248.0342,-21.4664,4.45,Ophiuchus
7352,τ Dra,288.8884,73.3555,4.45,Draco
7429,μ Aql,293.5223,7.3789,4.45,Aquila
707,ι Cas,37.2666,67.4025,4.46,Cassiopeia
1211,32 Eri,58.5729,-2.9547,4.46,Eridanus
1698,ρ Ori,78.3228,2.8613,4.46,Orion
3619,15 UMa,137.2179,51.6046,4.46,Ursa Major
4343,β Crt,167.9145,-22.8258,4.46,Crater
4618,HR 4618,182.0218,-50.6613,4.46,Centaurus
6115,ε Nor,246.7960,-47.5548,4.46,Norma
8695,γ PsA,343.1314,-32.8755,4.46,Piscis Austrinus
818,Tau-1 Eri,41.2757,-18.5726,4.47,Eridanus
999,HR 999,50.0848,29.0485,4.47,Aries
1601,Pi-6 Ori,74.6371,1.7140,4.47,Orion
2361,λ CMa,97.0425,-32.5801,4.47,Canis Major
2385,13 Mon,98.2259,7.3330,4.47,Monoceros
3129,HR 3129,119.5602,-49.2449,4.47,Puppis
3643,HR 3643,136.2868,-72.6027,4.47,Carina
3731,κ Leo,141.1636,26.1823,4.47,Leo
3799,26 UMa,143.7061,52.0515,4.47,Ursa Major
4546,HR 4546,177.7863,-45.1735,4.47,Centaurus
5447,σ Boo,218.6700,29.7451,4.47,Boötes
5570,16 Lib,224.2958,-4.3465,4.47,Libra
8123,δ Equ,318.6201,10.0070,4.47,Equuleus
8411,λ Gru,331.5287,-39.5434,4.47,Grus
193,ο Cas,11.1813,48.2844,4.48,Cassiopeia
1264,γ Ret,60.2242,-62.1593,4.48,Reticulum
1394,71 Tau,66.5864,15.6183,4.48,Taurus
2506,18 Mon,101.9652,2.4122,4.48,Monoceros
3981,α Sex,151.9845,-0.3716,4.48,Sextans
5704,γ Cir,230.8444,-59.3208,4.48,Circinus
6104,ψ Oph,246.0258,-20.0373,4.48,Ophiuchus
8773,Fumalsamakah,345.9692,3.8200,4.48,Pisces
8789,86 Aqr,346.6702,-23.7431,4.48,Aquarius
575,48 Cas,30.4897,70.9070,4.49,Cassiopeia
1453,Ups-1 Eri,68.3773,-29.7665,4.49,Eridanus
2478,30 Gem,100.9971,13.2280,4.49,Gemini
2740,HR 2740,108.1402,-46.7593,4.49,Puppis
3084,HR 3084,118.1610,-38.8628,4.49,Puppis
3974,21 LMi,151.8573,35.2447,4.49,Leo Minor
5475,Pi-1 Boo,220.1815,16.4183,4.49,Boötes
7469,θ Cyg,294.1106,50.2211,4.49,Cygnus
8080,24 Cap,316.7820,-25.0059,4.49,Capricornus
8309,Mu-1 Cyg,326.0357,28.7426,4.49,Cygnus
8984,λ Psc,355.5117,1.7800,4.49,Pisces
8988,Ome-2 Aqr,355.6806,-14.5449,4.49,Aquarius
9076,ε Tuc,359.9789,-65.5771,4.49,Tucana
1934,ω Ori,84.7964,4.1215,4.50,Orion
2042,γ Pic,87.4568,-56.1667,4.50,Pictor
3498,HR 3498,131.6773,-56.7698,4.50,Carina
4074,HR 4074,155.2284,-56.0432,4.50,Vela
4527,93 Leo,176.9964,20.2189,4.50,Leo
5185,τ Boo,206.8157,17.4569,4.50,Boötes
7744,23 Vul,303.9422,27.8142,4.50,Vulpecula
8093,ν Aqr,317.3985,-11.3717,4.50,Aquarius
8213,36 Cap,322.1808,-21.8072,4.50,Capricornus
8431,μ PsA,332.0958,-32.9885,4.50,Piscis Austrinus
8485,HR 8485,333.4697,39.7149,4.50,Lacerta
8632,11 Lac,340.1285,44.2763,4.50,Lacerta
68,σ And,4.5819,36.7852,4.51,Andromeda
352,τ Psc,17.9151,30.0896,4.51,Pisces
1995,τ Aur,87.2935,39.1811,4.51,Auriga
3765,ε Ant,142.3113,-35.9513,4.51,Antlia
3856,HR 3856,144.8376,-61.3281,4.51,Carina
5842,ι Ser,235.3877,19.6704,4.51,Serpens
7685,ρ Dra,300.7044,67.8736,4.51,Draco
7920,η Ind,311.0095,-51.9210,4.51,Indus
8260,ε Cap,324.2701,-19.4660,4.51,Capricornus
8540,δ Tuc,336.8330,-64.9664,4.51,Tucana
9045,ρ Cas,358.5960,57.4994,4.51,Cassiopeia
824,Lilii Borea,41.9772,29.2471,4.52,Aries
5035,HR 5035,200.6582,-60.9884,4.52,Centaurus
5041,HR 5041,201.0019,-64.5357,4.52,Centaurus
5359,Khambalia,214.7775,-13.3711,4.52,Virgo
5616,ψ Boo,226.1115,26.9476,4.52,Boötes
6783,ε Tel,272.8074,-45.9544,4.52,Telescopium
7342,υ Sgr,290.4318,-15.9550,4.52,Sagittarius
7955,HR 7955,311.3382,57.5797,4.52,Cepheus
8225,2 Peg,322.4871,23.6388,4.52,Pegasus
8579,6 Lac,337.6219,43.1234,4.52,Lacerta
127,Bet-2 Tuc,7.8892,-62.9656,4.53,Tucana
226,ν And,12.4535,41.0789,4.53,Andromeda
2113,HR 2113,90.0140,-3.0743,4.53,Orion
2937,HR 2937,114.3421,-34.9685,4.53,Puppis
5329,Kap-2 Boo,213.3708,51.7900,4.53,Boötes
6493,HR 6493,261.6578,-5.0866,4.53,Ophiuchus
6616,3 Sgr,266.8901,-27.8308,4.53,Sagittarius
7963,λ Cyg,311.8522,36.4907,4.53,Cygnus
8830,7 And,348.1374,49.4062,4.53,Andromeda
1726,16 Aur,79.5440,33.3716,4.54,Auriga
2414,Xi-2 CMa,98.7641,-22.9648,4.54,Canis Major
3787,Tau-2 Hya,142.9955,-1.1847,4.54,Hydra
3800,10 LMi,143.5558,36.3976,4.54,Leo Minor
3771,24 UMa,143.6205,69.8303,4.54,Ursa Major
5544,ξ Boo,222.8474,19.1005,4.54,Boötes
5652,Iot-1 Lib,228.0554,-19.7917,4.54,Libra
5712,Phi-2 Lup,230.7890,-36.8585,4.54,Lupus
